review_id,app,rating,review_text
rv0155,MoodLog,4,"Simple, calm design and the sleep diary is the best I have tried."
rv0156,SleepWell,1,Great idea but the sleep diary freezes on my phone daily.
rv0157,MoodLog,2,The habit tracker gives advice that my therapist says is questionable.
rv0158,HabitHero,5,"This app genuinely changed my daily routine, the habit tracker is excellent."
rv0159,HabitHero,4,Been using it for 4 months and the focus timer keeps me coming back.
rv0160,MoodLog,4,"Simple, calm design and the habit tracker is the best I have tried."
rv0161,MoodLog,2,Great idea but the breathing exercise freezes on my phone daily.
rv0162,SleepWell,5,"Simple, calm design and the habit tracker is the best I have tried."
rv0163,StudyPace,1,"Crashes every time I open the reminder system, unusable since the last update."
rv0164,CalmMind,1,No way to use the breathing exercise without creating an account and handing over my data.
rv0165,FocusFlow,3,Claims the reminder system reduces anxiety but nothing changed for me in 4 months.
rv0166,HabitHero,1,"Crashes every time I open the reminder system, unusable since the last update."
rv0167,CalmMind,1,The journal lost all my data twice this month.
rv0168,HabitHero,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0169,HabitHero,2,"Bait and switch, features that were free moved into premium."
rv0170,FocusFlow,2,"Crashes every time I open the sleep diary, unusable since the last update."
rv0171,MoodLog,3,"Decent wellbeing app, the habit tracker is clever, everything else is average."
rv0172,SleepWell,4,"Five stars, the journal works exactly as promised."
rv0173,MoodLog,1,"Constant sync errors in the focus timer, support never replies."
rv0174,CalmMind,5,Been using it for 3 months and the journal keeps me coming back.
rv0175,SleepWell,1,No way to use the sleep diary without creating an account and handing over my data.
rv0176,CalmMind,3,"Works well on good days, the reminder system is confusing on bad ones."
rv0177,StudyPace,1,"Constant sync errors in the journal, support never replies."
rv0178,HabitHero,2,"The streak pressure from the statistics page made my stress worse, not better."
rv0179,MoodLog,1,Ads interrupt the breathing exercise constantly unless you pay.
rv0180,FocusFlow,5,"Five stars, the breathing exercise works exactly as promised."
rv0181,FocusFlow,2,Ads interrupt the breathing exercise constantly unless you pay.
rv0182,FocusFlow,5,Been using it for 2 months and the habit tracker keeps me coming back.
rv0183,HabitHero,3,"The streak pressure from the habit tracker made my stress worse, not better."
rv0184,MoodLog,1,"Crashes every time I open the habit tracker, unusable since the last update."
rv0185,FocusFlow,5,Been using it for 6 months and the reminder system keeps me coming back.
rv0186,HabitHero,1,"The privacy policy changed silently, now everything in the journal is collected."
rv0187,HabitHero,1,The reminder system lost all my data twice this month.
rv0188,SleepWell,3,"Decent mental health app, the habit tracker is clever, everything else is average."
rv0189,FocusFlow,5,Been using it for 8 months and the journal keeps me coming back.
rv0190,SleepWell,3,Better than HabitHero but the statistics page still needs work.
rv0191,CalmMind,2,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0192,MoodLog,5,"This app genuinely changed my daily routine, the statistics page is excellent."
rv0193,FocusFlow,1,Why does a productivity app need my location and contacts? Deleted it.
rv0194,MoodLog,2,"Price doubled this year, the reminder system is not worth 12 euro a month."
rv0195,MoodLog,2,Great idea but the mood chart freezes on my phone daily.
rv0196,MoodLog,2,"Crashes every time I open the journal, unusable since the last update."
rv0197,HabitHero,1,"Bait and switch, features that were free moved into premium."
rv0198,CalmMind,1,The statistics page lost all my data twice this month.
rv0199,MoodLog,2,The reminder system gives advice that my therapist says is questionable.
rv0200,SleepWell,1,"Constant sync errors in the journal, support never replies."
rv0201,MoodLog,1,"The streak pressure from the reminder system made my stress worse, not better."
rv0202,SleepWell,2,"Bait and switch, features that were free moved into premium."
rv0203,FocusFlow,3,Better than MoodLog but the journal still needs work.
rv0204,SleepWell,4,"Five stars, the focus timer works exactly as promised."
rv0205,FocusFlow,3,Claims the breathing exercise reduces anxiety but nothing changed for me in 2 months.
rv0206,StudyPace,3,"Feels pseudo-scientific, the reminder system promises results no app can deliver."
rv0207,SleepWell,3,Claims the breathing exercise reduces anxiety but nothing changed for me in 6 months.
rv0208,MoodLog,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0209,StudyPace,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0210,StudyPace,1,The habit tracker lost all my data twice this month.
rv0211,SleepWell,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0212,StudyPace,3,"Love the mood chart, hate the notifications, still deciding overall."
rv0213,HabitHero,2,Ads interrupt the reminder system constantly unless you pay.
rv0214,FocusFlow,1,Ads interrupt the sleep diary constantly unless you pay.
rv0215,MoodLog,1,"The privacy policy changed silently, now everything in the statistics page is collected."
rv0216,MoodLog,3,"Love the journal, hate the notifications, still deciding overall."
rv0217,HabitHero,5,"Five stars, the breathing exercise works exactly as promised."
rv0218,MoodLog,5,"Simple, calm design and the habit tracker is the best I have tried."
rv0219,CalmMind,1,"The privacy policy changed silently, now everything in the habit tracker is collected."
rv0220,StudyPace,1,Why does a mental health app need my location and contacts? Deleted it.
rv0221,MoodLog,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0222,CalmMind,4,Been using it for 3 months and the sleep diary keeps me coming back.
rv0223,SleepWell,3,"Decent mental health app, the statistics page is clever, everything else is average."
rv0224,CalmMind,4,"This app genuinely changed my daily routine, the habit tracker is excellent."
rv0225,FocusFlow,1,Why does a mental health app need my location and contacts? Deleted it.
rv0226,SleepWell,1,"The privacy policy changed silently, now everything in the focus timer is collected."
rv0227,StudyPace,3,"Works well on good days, the statistics page is confusing on bad ones."
rv0228,FocusFlow,2,"Bait and switch, features that were free moved into premium."
rv0229,MoodLog,1,The journal lost all my data twice this month.
rv0230,HabitHero,1,No way to use the breathing exercise without creating an account and handing over my data.
rv0231,CalmMind,3,"Love the focus timer, hate the notifications, still deciding overall."
rv0232,CalmMind,4,"Five stars, the journal works exactly as promised."
rv0233,HabitHero,2,"The streak pressure from the focus timer made my stress worse, not better."
rv0234,HabitHero,1,"The privacy policy changed silently, now everything in the mood chart is collected."
rv0235,FocusFlow,3,"Feels pseudo-scientific, the focus timer promises results no app can deliver."
rv0236,HabitHero,4,"Simple, calm design and the mood chart is the best I have tried."
rv0237,FocusFlow,2,Ads interrupt the mood chart constantly unless you pay.
rv0238,CalmMind,1,"The streak pressure from the breathing exercise made my stress worse, not better."
rv0239,MoodLog,1,"Found out it shares usage data with advertisers, disgraceful for a wellbeing app."
rv0240,MoodLog,1,"Bait and switch, features that were free moved into premium."
rv0241,FocusFlow,1,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0242,FocusFlow,5,Been using it for 4 months and the reminder system keeps me coming back.
rv0243,HabitHero,3,"Works well on good days, the mood chart is confusing on bad ones."
rv0244,MoodLog,5,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0245,MoodLog,3,"Works well on good days, the focus timer is confusing on bad ones."
rv0246,CalmMind,2,"Everything useful is behind a subscription, the free breathing exercise is a demo at best."
rv0247,CalmMind,1,The statistics page lost all my data twice this month.
rv0248,MoodLog,1,"The privacy policy changed silently, now everything in the habit tracker is collected."
rv0249,HabitHero,1,"Constant sync errors in the habit tracker, support never replies."
rv0250,FocusFlow,5,"Simple, calm design and the sleep diary is the best I have tried."
rv0251,SleepWell,1,The statistics page lost all my data twice this month.
rv0252,HabitHero,3,Claims the breathing exercise reduces anxiety but nothing changed for me in 2 months.
rv0253,SleepWell,5,"This app genuinely changed my daily routine, the reminder system is excellent."
rv0254,SleepWell,1,Why does a productivity app need my location and contacts? Deleted it.
rv0255,SleepWell,1,The sleep diary lost all my data twice this month.
rv0256,HabitHero,1,The journal lost all my data twice this month.
rv0257,SleepWell,2,Great idea but the reminder system freezes on my phone daily.
rv0258,StudyPace,2,"Price doubled this year, the journal is not worth 12 euro a month."
rv0259,MoodLog,1,"Found out it shares usage data with advertisers, disgraceful for a sleep app."
rv0260,StudyPace,3,"Works well on good days, the habit tracker is confusing on bad ones."
rv0261,MoodLog,1,"The privacy policy changed silently, now everything in the focus timer is collected."
rv0262,CalmMind,1,No way to use the statistics page without creating an account and handing over my data.
rv0263,SleepWell,5,"Five stars, the reminder system works exactly as promised."
rv0264,MoodLog,3,"Decent wellbeing app, the sleep diary is clever, everything else is average."
rv0265,FocusFlow,2,"Price doubled this year, the journal is not worth 12 euro a month."
rv0266,SleepWell,1,"Crashes every time I open the journal, unusable since the last update."
rv0267,StudyPace,1,Great idea but the focus timer freezes on my phone daily.
rv0268,FocusFlow,1,Why does a wellbeing app need my location and contacts? Deleted it.
rv0269,HabitHero,3,"Works well on good days, the breathing exercise is confusing on bad ones."
rv0270,HabitHero,2,"Price doubled this year, the statistics page is not worth 12 euro a month."
rv0271,SleepWell,2,The focus timer lost all my data twice this month.
rv0272,CalmMind,5,"This app genuinely changed my daily routine, the mood chart is excellent."
rv0273,SleepWell,1,Great idea but the breathing exercise freezes on my phone daily.
rv0274,HabitHero,5,Been using it for 8 months and the breathing exercise keeps me coming back.
rv0275,CalmMind,4,"Five stars, the breathing exercise works exactly as promised."
rv0276,HabitHero,3,"Love the journal, hate the notifications, still deciding overall."
rv0277,CalmMind,1,"Bait and switch, features that were free moved into premium."
rv0278,SleepWell,1,"Constant sync errors in the breathing exercise, support never replies."
rv0279,SleepWell,1,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0280,StudyPace,3,"Love the journal, hate the notifications, still deciding overall."
rv0281,MoodLog,2,Ads interrupt the statistics page constantly unless you pay.
rv0282,FocusFlow,2,The reminder system lost all my data twice this month.
rv0283,SleepWell,3,"Decent productivity app, the habit tracker is clever, everything else is average."
rv0284,StudyPace,1,"The streak pressure from the journal made my stress worse, not better."
rv0285,MoodLog,2,Claims the statistics page reduces anxiety but nothing changed for me in 8 months.
rv0286,HabitHero,5,"This app genuinely changed my daily routine, the journal is excellent."
rv0287,CalmMind,1,"Constant sync errors in the reminder system, support never replies."
rv0288,StudyPace,5,"Simple, calm design and the habit tracker is the best I have tried."
rv0289,StudyPace,3,Better than StudyPace but the breathing exercise still needs work.
rv0290,CalmMind,3,"Works well on good days, the habit tracker is confusing on bad ones."
rv0291,HabitHero,3,Claims the focus timer reduces anxiety but nothing changed for me in 6 months.
rv0292,StudyPace,4,Been using it for 6 months and the sleep diary keeps me coming back.
rv0293,FocusFlow,3,Claims the reminder system reduces anxiety but nothing changed for me in 4 months.
rv0294,HabitHero,4,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0295,SleepWell,2,"Bait and switch, features that were free moved into premium."
rv0296,MoodLog,3,Better than StudyPace but the breathing exercise still needs work.
rv0297,HabitHero,3,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0298,CalmMind,1,"Crashes every time I open the focus timer, unusable since the last update."
rv0299,StudyPace,1,Why does a productivity app need my location and contacts? Deleted it.
rv0300,HabitHero,5,"Simple, calm design and the sleep diary is the best I have tried."
rv0301,SleepWell,1,No way to use the statistics page without creating an account and handing over my data.
rv0302,StudyPace,5,"This app genuinely changed my daily routine, the focus timer is excellent."
rv0303,MoodLog,5,"Simple, calm design and the focus timer is the best I have tried."
rv0304,MoodLog,4,"Five stars, the sleep diary works exactly as promised."
rv0305,SleepWell,1,"The privacy policy changed silently, now everything in the breathing exercise is collected."
rv0306,HabitHero,1,"Feels pseudo-scientific, the sleep diary promises results no app can deliver."
rv0307,FocusFlow,3,"Works well on good days, the reminder system is confusing on bad ones."
rv0308,FocusFlow,1,Claims the habit tracker reduces anxiety but nothing changed for me in 2 months.
rv0309,CalmMind,3,"Love the statistics page, hate the notifications, still deciding overall."
rv0310,SleepWell,1,"Everything useful is behind a subscription, the free habit tracker is a demo at best."
rv0311,SleepWell,3,"Feels pseudo-scientific, the reminder system promises results no app can deliver."
rv0312,CalmMind,1,The journal gives advice that my therapist says is questionable.
rv0313,StudyPace,3,"Love the focus timer, hate the notifications, still deciding overall."
rv0314,SleepWell,1,"Constant sync errors in the sleep diary, support never replies."
rv0315,FocusFlow,4,"Five stars, the statistics page works exactly as promised."
rv0316,SleepWell,1,"Bait and switch, features that were free moved into premium."
rv0317,MoodLog,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0318,FocusFlow,5,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0319,MoodLog,1,No way to use the mood chart without creating an account and handing over my data.
rv0320,SleepWell,5,Been using it for 2 months and the breathing exercise keeps me coming back.
rv0321,HabitHero,2,The habit tracker lost all my data twice this month.
rv0322,StudyPace,4,"Five stars, the sleep diary works exactly as promised."
rv0323,CalmMind,2,"Everything useful is behind a subscription, the free mood chart is a demo at best."
rv0324,HabitHero,3,Better than CalmMind but the sleep diary still needs work.
rv0325,FocusFlow,1,No way to use the statistics page without creating an account and handing over my data.
rv0326,HabitHero,5,"Five stars, the mood chart works exactly as promised."
rv0327,HabitHero,5,"Five stars, the focus timer works exactly as promised."
rv0328,SleepWell,2,"Constant sync errors in the statistics page, support never replies."
rv0329,SleepWell,4,"Simple, calm design and the reminder system is the best I have tried."
rv0330,SleepWell,1,"Everything useful is behind a subscription, the free focus timer is a demo at best."
rv0331,FocusFlow,2,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0332,MoodLog,1,Why does a productivity app need my location and contacts? Deleted it.
rv0333,FocusFlow,4,"Five stars, the reminder system works exactly as promised."
rv0334,FocusFlow,2,"Feels pseudo-scientific, the sleep diary promises results no app can deliver."
rv0335,FocusFlow,3,"Decent productivity app, the journal is clever, everything else is average."
rv0336,MoodLog,1,"Price doubled this year, the statistics page is not worth 12 euro a month."
rv0337,HabitHero,2,"Crashes every time I open the breathing exercise, unusable since the last update."
rv0338,StudyPace,5,"This app genuinely changed my daily routine, the focus timer is excellent."
rv0339,SleepWell,2,"Feels pseudo-scientific, the journal promises results no app can deliver."
rv0340,HabitHero,2,Claims the habit tracker reduces anxiety but nothing changed for me in 6 months.
rv0341,CalmMind,1,Great idea but the sleep diary freezes on my phone daily.
rv0342,CalmMind,2,"Crashes every time I open the sleep diary, unusable since the last update."
rv0343,SleepWell,1,Great idea but the habit tracker freezes on my phone daily.
rv0344,CalmMind,5,"Five stars, the statistics page works exactly as promised."
rv0345,StudyPace,1,Great idea but the breathing exercise freezes on my phone daily.
rv0346,CalmMind,1,"Price doubled this year, the sleep diary is not worth 12 euro a month."
rv0347,SleepWell,2,Great idea but the journal freezes on my phone daily.
rv0348,SleepWell,3,Better than SleepWell but the breathing exercise still needs work.
rv0349,CalmMind,1,"Price doubled this year, the sleep diary is not worth 12 euro a month."
rv0350,CalmMind,3,"Decent productivity app, the journal is clever, everything else is average."
rv0351,HabitHero,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0352,MoodLog,5,"Simple, calm design and the focus timer is the best I have tried."
rv0353,HabitHero,2,"Constant sync errors in the mood chart, support never replies."
rv0354,SleepWell,5,"Five stars, the breathing exercise works exactly as promised."
rv0355,MoodLog,3,Better than CalmMind but the statistics page still needs work.
rv0356,SleepWell,2,"Bait and switch, features that were free moved into premium."
rv0357,FocusFlow,3,"Love the reminder system, hate the notifications, still deciding overall."
rv0358,FocusFlow,5,"Simple, calm design and the reminder system is the best I have tried."
rv0359,StudyPace,3,"Decent sleep app, the journal is clever, everything else is average."
rv0360,CalmMind,1,"Found out it shares usage data with advertisers, disgraceful for a productivity app."
rv0361,CalmMind,3,"Works well on good days, the mood chart is confusing on bad ones."
rv0362,SleepWell,1,Great idea but the journal freezes on my phone daily.
rv0363,StudyPace,1,Claims the mood chart reduces anxiety but nothing changed for me in 2 months.
rv0364,FocusFlow,1,The mood chart lost all my data twice this month.
rv0365,HabitHero,2,"Everything useful is behind a subscription, the free focus timer is a demo at best."
rv0366,MoodLog,3,"Decent mental health app, the mood chart is clever, everything else is average."
rv0367,SleepWell,4,Been using it for 4 months and the mood chart keeps me coming back.
rv0368,StudyPace,3,Better than MoodLog but the mood chart still needs work.
rv0369,CalmMind,1,The habit tracker lost all my data twice this month.
rv0370,StudyPace,2,"Price doubled this year, the reminder system is not worth 12 euro a month."
rv0371,FocusFlow,3,"Works well on good days, the mood chart is confusing on bad ones."
rv0372,SleepWell,3,Better than FocusFlow but the sleep diary still needs work.
rv0373,CalmMind,2,"Constant sync errors in the journal, support never replies."
rv0374,SleepWell,1,"Found out it shares usage data with advertisers, disgraceful for a sleep app."
rv0375,SleepWell,1,No way to use the breathing exercise without creating an account and handing over my data.
rv0376,FocusFlow,2,"Everything useful is behind a subscription, the free journal is a demo at best."
rv0377,StudyPace,2,"Bait and switch, features that were free moved into premium."
rv0378,FocusFlow,1,"Crashes every time I open the reminder system, unusable since the last update."
rv0379,CalmMind,2,"Constant sync errors in the mood chart, support never replies."
